"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 08 20:49:13 UTC 2025","Sun Jun 08 20:49:13 UTC 2025","48","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreInventoryTest","com.petstore.tests.store.StoreInventoryTest","testInventoryContainsExpectedStatuses","Verify inventory contains expected pet statuses","Test verifies inventory contains all expected pet statuses"
"failed","Sun Jun 08 20:49:16 UTC 2025","Sun Jun 08 20:49:16 UTC 2025","31","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testPlaceOrderWithInvalidData","Verify POST /store/order rejects invalid order data with appropriate error codes","Validates that API properly rejects invalid order data and returns appropriate HTTP error codes (4xx)"
"passed","Sun Jun 08 20:49:14 UTC 2025","Sun Jun 08 20:49:14 UTC 2025","34","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testLargeOrderQuantities","Verify API handles large order quantities gracefully",""
"passed","Sun Jun 08 20:49:13 UTC 2025","Sun Jun 08 20:49:13 UTC 2025","37","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testDeleteOrderWithInvalidIds","Verify DELETE /store/order/{orderId} handles invalid order IDs","Test verifies proper error handling when deleting orders with invalid IDs"
"failed","Sun Jun 08 20:49:16 UTC 2025","Sun Jun 08 20:49:16 UTC 2025","31","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testPlaceOrderWithInvalidData","Verify POST /store/order rejects invalid order data with appropriate error codes","Validates that API properly rejects invalid order data and returns appropriate HTTP error codes (4xx)"
"passed","Sun Jun 08 20:49:15 UTC 2025","Sun Jun 08 20:49:15 UTC 2025","36","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testPlaceOrderEdgeCases","Verify order creation with edge case values that should be accepted","Test verifies order creation with boundary/edge case values"
"passed","Sun Jun 08 20:49:15 UTC 2025","Sun Jun 08 20:49:15 UTC 2025","36","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testOrderValidationBehaviorDocumentation","Verify API validation behavior and document current acceptance criteria","Test documents what the API currently accepts vs rejects to identify validation gaps"
"failed","Sun Jun 08 20:49:16 UTC 2025","Sun Jun 08 20:49:16 UTC 2025","32","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testPlaceOrderWithInvalidData","Verify POST /store/order rejects invalid order data with appropriate error codes","Validates that API properly rejects invalid order data and returns appropriate HTTP error codes (4xx)"
"passed","Sun Jun 08 20:49:15 UTC 2025","Sun Jun 08 20:49:15 UTC 2025","31","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testOrderValidationBehaviorDocumentation","Verify API validation behavior and document current acceptance criteria","Test documents what the API currently accepts vs rejects to identify validation gaps"
"passed","Sun Jun 08 20:49:14 UTC 2025","Sun Jun 08 20:49:14 UTC 2025","32","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testOrderValidationBehaviorDocumentation","Verify API validation behavior and document current acceptance criteria","Test documents what the API currently accepts vs rejects to identify validation gaps"
"passed","Sun Jun 08 20:49:15 UTC 2025","Sun Jun 08 20:49:15 UTC 2025","31","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testOrderValidationBehaviorDocumentation","Verify API validation behavior and document current acceptance criteria","Test documents what the API currently accepts vs rejects to identify validation gaps"
"passed","Sun Jun 08 20:49:15 UTC 2025","Sun Jun 08 20:49:15 UTC 2025","29","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testOrderValidationBehaviorDocumentation","Verify API validation behavior and document current acceptance criteria","Test documents what the API currently accepts vs rejects to identify validation gaps"
"passed","Sun Jun 08 20:49:13 UTC 2025","Sun Jun 08 20:49:13 UTC 2025","41","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testGetNonExistentOrderErrorResponse","Verify GET /store/order/{orderId} for non-existent order returns proper error","Test verifies proper error response structure for non-existent orders"
"passed","Sun Jun 08 20:49:15 UTC 2025","Sun Jun 08 20:49:15 UTC 2025","37","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testPlaceOrderPerformance","Verify order response time is acceptable","Performance test to ensure order creation response time is within acceptable limits"
"failed","Sun Jun 08 20:49:16 UTC 2025","Sun Jun 08 20:49:16 UTC 2025","30","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testPlaceOrderWithInvalidData","Verify POST /store/order rejects invalid order data with appropriate error codes","Validates that API properly rejects invalid order data and returns appropriate HTTP error codes (4xx)"
"failed","Sun Jun 08 20:49:14 UTC 2025","Sun Jun 08 20:49:14 UTC 2025","643","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testOrderDataConsistency","Verify order data remains consistent after multiple operations",""
"passed","Sun Jun 08 20:49:14 UTC 2025","Sun Jun 08 20:49:14 UTC 2025","33","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testGetOrderWithInvalidIds","Verify GET /store/order/{orderId} handles invalid order IDs","Test verifies proper error handling when requesting orders with invalid IDs"
"failed","Sun Jun 08 20:49:16 UTC 2025","Sun Jun 08 20:49:16 UTC 2025","30","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testPlaceOrderWithInvalidData","Verify POST /store/order rejects invalid order data with appropriate error codes","Validates that API properly rejects invalid order data and returns appropriate HTTP error codes (4xx)"
"passed","Sun Jun 08 20:49:13 UTC 2025","Sun Jun 08 20:49:13 UTC 2025","38","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreInventoryTest","com.petstore.tests.store.StoreInventoryTest","testInventoryResponseHeaders","Verify inventory response headers","Test verifies all required headers are present in inventory response"
"passed","Sun Jun 08 20:49:14 UTC 2025","Sun Jun 08 20:49:14 UTC 2025","39","Petstore /store API Test Suite","Regression Tests","com.petstore.tests.store.StoreOrderTest","com.petstore.tests.store.StoreOrderTest","testOrderValidationBehaviorDocumentation","Verify API validation behavior and document current acceptance criteria","Test documents what the API currently accepts vs rejects to identify validation gaps"
